3.991992e+002;2.040791e+001
4.011277e+002;1.987913e+001
4.030562e+002;1.961436e+001
4.049847e+002;1.935744e+001
4.069132e+002;1.905685e+001
4.088417e+002;1.891003e+001
4.107702e+002;1.890039e+001
4.126987e+002;1.879793e+001
4.146272e+002;1.856210e+001
4.165557e+002;1.850917e+001
4.184842e+002;1.857453e+001
4.204127e+002;1.814363e+001
4.223412e+002;1.801518e+001
4.242697e+002;1.792089e+001
4.261982e+002;1.765745e+001
4.281267e+002;1.744399e+001
4.300552e+002;1.730923e+001
4.319837e+002;1.718448e+001
4.339122e+002;1.708056e+001
4.358407e+002;1.700609e+001
4.377692e+002;1.684345e+001
4.396977e+002;1.671091e+001
4.416262e+002;1.665883e+001
4.435547e+002;1.652098e+001
4.454832e+002;1.634401e+001
4.474117e+002;1.619910e+001
4.493401e+002;1.602898e+001
4.512686e+002;1.587473e+001
4.531971e+002;1.568656e+001
4.551256e+002;1.554328e+001
4.570541e+002;1.538978e+001
4.589826e+002;1.509340e+001
4.609111e+002;1.489219e+001
4.628396e+002;1.471472e+001
4.647681e+002;1.455995e+001
4.666966e+002;1.438029e+001
4.686251e+002;1.417182e+001
4.705536e+002;1.405516e+001
4.724821e+002;1.386346e+001
4.744106e+002;1.365198e+001
4.763391e+002;1.352012e+001
4.782676e+002;1.338428e+001
4.801961e+002;1.324889e+001
4.821246e+002;1.311352e+001
4.840531e+002;1.301518e+001
4.859816e+002;1.294675e+001
4.879101e+002;1.291907e+001
4.898386e+002;1.285855e+001
4.917671e+002;1.278168e+001
4.936956e+002;1.272176e+001
4.956241e+002;1.271239e+001
4.975526e+002;1.268954e+001
4.994811e+002;1.269375e+001
5.014096e+002;1.272220e+001
5.033381e+002;1.270741e+001
5.052666e+002;1.268817e+001
5.071951e+002;1.271519e+001
5.091236e+002;1.273024e+001
5.110521e+002;1.266748e+001
5.129806e+002;1.260045e+001
5.149091e+002;1.258174e+001
5.168376e+002;1.256394e+001
5.187661e+002;1.252501e+001
5.206946e+002;1.247834e+001
5.226231e+002;1.243579e+001
5.245516e+002;1.241594e+001
5.264801e+002;1.235693e+001
5.284086e+002;1.229119e+001
5.303371e+002;1.226186e+001
5.322656e+002;1.222022e+001
5.341941e+002;1.219049e+001
5.361226e+002;1.213104e+001
5.380511e+002;1.203809e+001
5.399796e+002;1.195138e+001
5.419081e+002;1.187224e+001
5.438365e+002;1.181307e+001
5.457651e+002;1.175138e+001
5.476935e+002;1.166414e+001
5.496221e+002;1.157018e+001
5.515505e+002;1.148171e+001
5.534791e+002;1.140907e+001
5.554075e+002;1.133486e+001
5.573361e+002;1.123102e+001
5.592645e+002;1.111385e+001
5.611931e+002;1.101790e+001
5.631215e+002;1.093615e+001
5.650500e+002;1.085686e+001
5.669786e+002;1.079826e+001
5.689070e+002;1.080576e+001
5.708356e+002;1.084294e+001
5.727640e+002;1.086696e+001
5.746926e+002;1.090289e+001
5.766210e+002;1.094508e+001
5.785496e+002;1.098677e+001
5.804780e+002;1.102649e+001
5.824066e+002;1.105063e+001
5.843350e+002;1.106077e+001
5.862635e+002;1.105951e+001
5.881920e+002;1.106822e+001
