Wavenumber,CoHA01,CoHA025,CoHA05,CoHA100
3041.242,0.8414642,0.8973066,1.552696,1.32218
3043.17,0.841996,0.8973913,1.553485,1.323841
3045.099,0.842223,0.8974023,1.554071,1.325326
3047.028,0.8424248,0.8971868,1.55387,1.326569
3048.956,0.8436864,0.8970154,1.553401,1.328176
3050.885,0.8444009,0.8973141,1.554276,1.329583
3052.813,0.8442989,0.8978051,1.555416,1.33059
3054.741,0.8446551,0.8978745,1.555962,1.331894
3056.67,0.845885,0.8973507,1.55522,1.333019
3058.598,0.8462541,0.8973868,1.555759,1.333938
3060.527,0.8466222,0.8978482,1.556519,1.334998
3062.456,0.8470986,0.8985744,1.557493,1.335946
3064.384,0.8481481,0.8987166,1.557846,1.336545
3066.313,0.8496738,0.8988512,1.558071,1.337458
3068.241,0.8504806,0.8991081,1.558382,1.338198
3070.169,0.8506998,0.8995377,1.558503,1.338517
3072.098,0.851247,0.8996833,1.558487,1.338915
3074.026,0.8521573,0.9001902,1.560032,1.33959
3075.955,0.853004,0.9011624,1.561135,1.339833
3077.884,0.8539565,0.9015609,1.561522,1.339695
3079.812,0.8551851,0.9013726,1.562217,1.339854
3081.74,0.8564554,0.9015975,1.562766,1.340737
3083.669,0.8573092,0.902235,1.563021,1.341041
3085.597,0.857894,0.902687,1.563828,1.340882
3087.526,0.8588762,0.902858,1.564751,1.340869
3089.454,0.8598338,0.9033235,1.565295,1.340891
3091.383,0.8603309,0.9032986,1.565415,1.340618
3093.312,0.8606609,0.9032323,1.565596,1.340518
3095.24,0.8620543,0.9030299,1.564988,1.340851
3097.168,0.8638663,0.9038193,1.566166,1.341349
3099.097,0.8646598,0.9049437,1.567742,1.341127
3101.025,0.8660116,0.9046137,1.566859,1.341152
3102.954,0.8673786,0.9048246,1.567016,1.341391
3104.882,0.868293,0.9059654,1.568308,1.341457
3106.811,0.8696517,0.9068956,1.569009,1.341463
3108.74,0.8710506,0.9074611,1.569762,1.341213
3110.668,0.8720993,0.9077348,1.570272,1.341452
3112.596,0.8734033,0.9085701,1.571762,1.342238
3114.525,0.8748915,0.9093195,1.57281,1.342142
3116.453,0.8767183,0.9095973,1.572838,1.341779
3118.382,0.8782537,0.9101619,1.573095,1.341823
3120.31,0.8792124,0.9106882,1.57436,1.341964
3122.239,0.8804913,0.9104845,1.574853,1.342037
3124.167,0.8819724,0.9107509,1.575315,1.342432
3126.096,0.883183,0.9114833,1.575676,1.34292
3128.024,0.8853785,0.9125229,1.576355,1.343358
3129.953,0.8861669,0.9136651,1.578367,1.343361
3131.881,0.8874681,0.9133437,1.578351,1.343397
3133.81,0.8899591,0.9134685,1.5775,1.343832
3135.738,0.8918603,0.9151502,1.579061,1.344569
3137.667,0.8936684,0.9168144,1.580924,1.344755
3139.595,0.8953279,0.9174353,1.581721,1.344848
3141.524,0.8964345,0.9174442,1.582094,1.344965
3143.452,0.8982634,0.91764540000000006,1.582552,1.345724
3145.381,0.9000357,0.9184583,1.583699,1.346549
3147.309,0.9020783,0.919439,1.584364,1.347283
3149.238,0.9042513,0.9206978,1.585315,1.347881
3151.167,0.9066514,0.9218705,1.586411,1.348428
3153.095,0.9084809,0.9224155,1.587439,1.348892
3155.023,0.9099961,0.9225821,1.58777,1.349607
3156.952,0.9115455,0.9229339,1.587252,1.35001
3158.88,0.9136162,0.9236401,1.58733,1.350215
3160.809,0.915588,0.9244469,1.588342,1.350518
3162.737,0.917634,0.9252349,1.589003,1.35138
3164.666,0.9195428,0.9259008,1.589413,1.352489
3166.594,0.9216394,0.9266312,1.590554,1.353566
3168.523,0.9237646,0.9274085,1.591608,1.354654
3170.451,0.9260749,0.9280846,1.592692,1.355634
3172.38,0.928129,0.9289694,1.593793,1.356043
3174.308,0.930158,0.9299811,1.594869,1.356799
3176.237,0.931614,0.9307616,1.595892,1.357173
3178.165,0.9347391,0.930963,1.595866,1.358064
3180.094,0.9373329,0.9322274,1.596936,1.359063
3182.022,0.9390948,0.9334564,1.597865,1.359792
3183.951,0.9413741,0.9338895,1.597969,1.36036
3185.879,0.9444674,0.9344807,1.599227,1.361298
3187.808,0.9467678,0.9359282,1.6011,1.362101
3189.736,0.9487919,0.9367124,1.601693,1.3627
3191.665,0.951066,0.9373645,1.602144,1.363563
3193.593,0.9533861,0.9380641,1.603464,1.36424
3195.522,0.9552245,0.9385284,1.604254,1.364117
3197.45,0.9581674,0.9386538,1.603752,1.364503
3199.379,0.9610437,0.9397363,1.604223,1.36515
3201.307,0.9633698,0.9411072,1.606109,1.365668
3203.236,0.9657047,0.941989,1.607278,1.36613
3205.164,0.9681352,0.9428537,1.60756,1.366113
3207.093,0.9699012,0.9436798,1.608306,1.365521
3209.021,0.9725428,0.9438377,1.609262,1.365597
3210.95,0.9754047,0.9448218,1.610128,1.366199
3212.878,0.9774866,0.9459376,1.611526,1.366563
3214.807,0.9805014,0.9462199,1.611477,1.366634
3216.735,0.9825516,0.947512,1.612458,1.366645
3218.664,0.9849245,0.9481555,1.613423,1.366621
3220.592,0.9877954,0.9483646,1.613769,1.366744
3222.521,0.9899287,0.949578,1.61467,1.366736
3224.449,0.9917438,0.9507096,1.616182,1.366999
3226.378,0.9938019,0.951276,1.616521,1.367096
3228.306,0.9966193,0.9519034,1.617079,1.367194
3230.235,0.9994381,0.9533108,1.618727,1.367523
3232.163,1.002053,0.9545237,1.619575,1.368136
3234.092,1.003983,0.9551415,1.620251,1.368034
3236.02,1.005718,0.955153,1.620772,1.368013
3237.949,1.00772,0.9555422,1.620974,1.368013
3239.877,1.00989,0.956238,1.621486,1.367849
3241.806,1.011605,0.9571716,1.622694,1.367736
3243.734,1.013671,0.9577962,1.623862,1.367907
3245.663,1.01726,0.9581656,1.623892,1.368423
3247.591,1.018912,0.9592628,1.625125,1.368745
3249.52,1.020194,0.9596509,1.626101,1.368631
3251.448,1.021595,0.9601859,1.627128,1.368322
3253.377,1.023858,0.9607311,1.627013,1.367856
3255.305,1.026635,0.9614455,1.627409,1.368173
3257.234,1.028316,0.9618887,1.627971,1.368306
3259.162,1.030036,0.9624167,1.628649,1.368356
3261.091,1.031766,0.9629578,1.629673,1.368637
3263.019,1.03351,0.9635386,1.630219,1.368792
3264.948,1.035692,0.9640616,1.630443,1.368756
3266.876,1.038309,0.9650726,1.631717,1.3691
3268.805,1.040373,0.9665433,1.633716,1.369088
3270.733,1.041824,0.9675155,1.634719,1.36904
3272.662,1.043549,0.9674364,1.633878,1.368731
3274.59,1.045938,0.967117,1.633291,1.368407
3276.519,1.047918,0.9672269,1.634225,1.368345
3278.447,1.04968,0.9680769,1.635678,1.368875
3280.376,1.051097,0.9688305,1.636605,1.368746
3282.304,1.053105,0.9690735,1.637077,1.369059
3284.233,1.055372,0.9694834,1.637371,1.36925
3286.161,1.057156,0.970194,1.638207,1.368848
3288.09,1.059305,0.9708788,1.639252,1.368761
3290.018,1.061789,0.9720511,1.640477,1.369051
3291.947,1.064144,0.9726632,1.640335,1.369076
3293.875,1.066568,0.9732568,1.641037,1.369665
3295.804,1.068335,0.9739425,1.642057,1.369438
3297.732,1.070715,0.9736603,1.640938,1.369178
3299.661,1.072731,0.9742377,1.640619,1.369606
3301.589,1.075449,0.9754668,1.642339,1.369898
3303.518,1.078273,0.9765114,1.644019,1.369843
3305.446,1.080533,0.9774901,1.645677,1.370178
3307.375,1.082753,0.977883,1.64641,1.369986
3309.303,1.086074,0.9775446,1.646036,1.369841
3311.232,1.088286,0.9779963,1.647123,1.369871
3313.16,1.091135,0.9783863,1.64694,1.370053
3315.089,1.093718,0.9793094,1.647607,1.369833
3317.017,1.096258,0.9800379,1.649086,1.370028
3318.946,1.099091,0.9807907,1.650002,1.370497
3320.874,1.102109,0.981901,1.651134,1.371022
3322.803,1.105443,0.9831492,1.65194,1.37112
3324.731,1.108946,0.9840354,1.653365,1.371083
3326.66,1.112017,0.9845199,1.653816,1.370874
3328.588,1.115205,0.984999,1.654452,1.371211
3330.517,1.118375,0.9859272,1.65502,1.371961
3332.445,1.121729,0.9869345,1.655464,1.37259
3334.374,1.125216,0.9879709,1.656968,1.372569
3336.302,1.129814,0.9888294,1.657829,1.372782
3338.231,1.133594,0.9901261,1.658772,1.372851
3340.159,1.136723,0.9914663,1.660057,1.372997
3342.088,1.140407,0.9924747,1.662066,1.373549
3344.016,1.144001,0.9930199,1.662902,1.374205
3345.945,1.147478,0.9936593,1.662081,1.374621
3347.873,1.151434,0.9951139,1.662519,1.37482
3349.802,1.155324,0.9966376,1.663562,1.37486
3351.73,1.158617,0.9970841,1.664297,1.375051
3353.659,1.161705,0.99716,1.666308,1.375051
3355.587,1.165618,0.9973883,1.666759,1.375347
3357.516,1.169736,0.9987068,1.667169,1.376253
3359.444,1.173446,1.000359,1.669474,1.376728
3361.373,1.17744,1.000933,1.670607,1.37684
3363.301,1.181116,1.002006,1.671169,1.377019
3365.23,1.185217,1.003045,1.671067,1.377556
3367.158,1.189732,1.003943,1.671782,1.378402
3369.087,1.193272,1.005024,1.672401,1.378499
3371.015,1.196058,1.005749,1.67408,1.378643
3372.944,1.199058,1.006306,1.67557,1.378945
3374.872,1.20278,1.007002,1.67638,1.379756
3376.801,1.206212,1.007824,1.677041,1.379905
3378.729,1.209672,1.008564,1.677817,1.380105
3380.658,1.212634,1.009052,1.677793,1.38053
3382.586,1.215546,1.009162,1.678835,1.380721
3384.515,1.219697,1.009026,1.678155,1.380737
3386.443,1.223578,1.010143,1.678706,1.381417
3388.372,1.226354,1.012145,1.681162,1.381889
3390.3,1.228615,1.013412,1.683702,1.382046
3392.229,1.232354,1.012456,1.682206,1.382204
3394.157,1.23562,1.012691,1.681768,1.38267
3396.086,1.237709,1.013531,1.682711,1.382616
3398.014,1.241534,1.013829,1.682715,1.38355
3399.943,1.242751,1.015013,1.685257,1.38392
3401.871,1.245029,1.015173,1.686202,1.384217
3403.8,1.248331,1.01493,1.685998,1.3845
3405.728,1.25082,1.015089,1.686069,1.385128
3407.657,1.252794,1.015684,1.686636,1.385584
3409.585,1.255284,1.015894,1.687551,1.38631
3411.514,1.257184,1.016228,1.688199,1.38689
3413.442,1.259088,1.015754,1.687934,1.387344
3415.371,1.260987,1.01537,1.687293,1.387911
3417.299,1.262112,1.015723,1.687892,1.388647
3419.228,1.263421,1.01464,1.686329,1.388203
3421.156,1.267374,1.012183,1.683008,1.389989
3423.085,1.269159,1.01262,1.684708,1.392812
3425.013,1.269701,1.014141,1.688725,1.394205
3426.942,1.270761,1.014647,1.689139,1.395035
3428.87,1.271783,1.014223,1.688503,1.396551
3430.799,1.273286,1.013258,1.688581,1.39845
3432.727,1.275233,1.012534,1.688185,1.401234
3434.656,1.27571,1.012452,1.688183,1.403367
3436.584,1.276189,1.011663,1.688123,1.405441
3438.513,1.276237,1.010602,1.687662,1.407534
3440.441,1.275889,1.009319,1.687232,1.409078
3442.37,1.277751,1.007558,1.685357,1.410496
3444.298,1.276688,1.007912,1.685786,1.412393
3446.227,1.277044,1.004829,1.68239,1.413926
3448.155,1.281451,1.002767,1.680059,1.417967
3450.084,1.279495,1.0059,1.685109,1.419918
3452.012,1.278498,1.006187,1.685434,1.420591
3453.941,1.277791,1.005947,1.684987,1.421092
3455.869,1.277649,1.005256,1.685068,1.421417
3457.798,1.277137,1.005204,1.68485,1.421639
3459.726,1.275874,1.004234,1.684636,1.420812
3461.655,1.275968,1.001876,1.682909,1.419389
3463.583,1.276597,1.001445,1.683082,1.419658
3465.512,1.274962,1.002495,1.684255,1.418343
3467.44,1.274481,1.001495,1.683261,1.416972
3469.369,1.272518,1.000985,1.683156,1.415501
3471.297,1.271343,0.9998409,1.682166,1.413562
3473.226,1.270119,0.9986314,1.681037,1.411405
3475.154,1.270677,0.9966492,1.679268,1.410195
3477.083,1.268525,0.9976196,1.682216,1.408376
3479.011,1.264684,0.997101,1.683491,1.404716
3480.94,1.264183,0.9926408,1.677623,1.402074
3482.868,1.265963,0.9909542,1.673975,1.402231
3484.797,1.262475,0.9942251,1.67723,1.400742
3486.725,1.259923,0.9930594,1.677426,1.397878
3488.654,1.259386,0.9912124,1.676446,1.396207
3490.582,1.256951,0.991805,1.67777,1.394489
3492.51,1.25316,0.9920512,1.679129,1.392357
3494.439,1.249738,0.9902344,1.677538,1.390508
3496.368,1.248191,0.9877061,1.674738,1.389047
3498.296,1.244554,0.9878023,1.676824,1.387343
3500.225,1.237823,0.9876866,1.678559,1.383616
3502.153,1.236477,0.9813092,1.671671,1.380188
3504.082,1.238845,0.9771532,1.665403,1.38099
3506.01,1.2327,0.9811739,1.67123,1.380621
3507.938,1.225935,0.9805723,1.673432,1.377024
3509.867,1.226947,0.9758837,1.66849,1.376801
3511.796,1.224414,0.9778109,1.669897,1.377555
3513.724,1.220158,0.9789577,1.671585,1.376913
3515.653,1.21553,0.9782996,1.672719,1.375054
3517.581,1.212029,0.9760607,1.670824,1.372914
3519.51,1.208244,0.9752395,1.670655,1.371368
3521.438,1.202598,0.9737552,1.670832,1.367674
3523.366,1.202634,0.9679633,1.664314,1.365096
3525.295,1.199036,0.9668021,1.663705,1.364553
3527.224,1.195833,0.9635882,1.660559,1.363304
3529.152,1.195428,0.962162,1.658527,1.364155
3531.081,1.191529,0.9648457,1.661686,1.364808
3533.009,1.185617,0.9676458,1.665788,1.363955
3534.938,1.180427,0.9664511,1.665573,1.361068
3536.866,1.180467,0.962219,1.660307,1.360414
3538.795,1.175727,0.963285,1.662253,1.36009
3540.723,1.169099,0.9640925,1.665538,1.358464
3542.652,1.16127,0.9616913,1.665648,1.353938
3544.58,1.159618,0.9524049,1.655416,1.349329
3546.509,1.162417,0.945807,1.646602,1.349742
3548.437,1.157797,0.9499502,1.651834,1.351869
3550.365,1.146855,0.9528872,1.657092,1.348703
3552.294,1.146929,0.9450232,1.647529,1.34733
3554.223,1.144455,0.9455258,1.648129,1.349053
3556.151,1.136701,0.9481053,1.652848,1.34856
3558.08,1.130246,0.9470771,1.653183,1.346022
3560.008,1.126579,0.9430989,1.649367,1.343562
3561.937,1.120565,0.940594,1.648491,1.340785
3563.865,1.107982,0.9362925,1.648076,1.332826
3565.793,1.104793,0.9144639,1.626269,1.319817
3567.722,1.122915,0.9027694,1.606694,1.326829
3569.651,1.114339,0.923234,1.628195,1.337372
3571.579,1.10131,0.9322003,1.64112,1.337896
3573.508,1.094138,0.931637,1.642192,1.335705
3575.436,1.090314,0.9282651,1.639623,1.334215
3577.365,1.085434,0.9267535,1.638759,1.333288
3579.293,1.081634,0.9245557,1.63654,1.332473
3581.221,1.07655,0.9243693,1.637259,1.331257
3583.15,1.067513,0.9244431,1.63885,1.328094
3585.079,1.054565,0.9185295,1.636716,1.317664
3587.007,1.061167,0.8911964,1.607689,1.307443
3588.936,1.070807,0.8952209,1.606542,1.319056
3590.864,1.053868,0.9118761,1.627754,1.322534
3592.792,1.042691,0.9097869,1.62762,1.317496
3594.721,1.043307,0.8995846,1.615849,1.314849
3596.649,1.040009,0.9008462,1.617062,1.316013
3598.578,1.032047,0.9013578,1.6184,1.313885
3600.507,1.03159,0.8960622,1.611655,1.313182
3602.435,1.028411,0.8987684,1.61377,1.315573
3604.364,1.015539,0.9041293,1.622978,1.313048
3606.292,1.005091,0.8957971,1.618278,1.304306
3608.22,1.010367,0.8787155,1.597652,1.300135
3610.149,1.004802,0.8825128,1.600923,1.300719
3612.077,0.995026,0.8795161,1.600484,1.295359
3614.006,0.9997312,0.872088,1.591448,1.296886
3615.935,0.987022,0.8801301,1.602435,1.295953
3617.863,0.9802026,0.8680516,1.591072,1.286819
3619.792,0.9930374,0.8592622,1.575936,1.292023
3621.72,0.9870773,0.876088,1.593367,1.30172
3623.648,0.971743,0.885915,1.606622,1.301222
3625.577,0.9550745,0.8838654,1.609864,1.29201
3627.505,0.9431561,0.8528137,1.586012,1.266786
3629.434,0.9777448,0.8209122,1.539899,1.270952
3631.363,0.9630188,0.860719,1.580914,1.290316
3633.291,0.9516643,0.8685516,1.589893,1.292731
3635.219,0.9484727,0.8711407,1.591128,1.295259
3637.148,0.940047,0.8733829,1.594424,1.293763
3639.076,0.9364235,0.8722964,1.592396,1.293016
3641.005,0.9299238,0.8711771,1.592501,1.291306
3642.934,0.9255781,0.869406,1.592018,1.2898
3644.862,0.9071373,0.8688575,1.598633,1.279181
3646.791,0.8957919,0.8324835,1.56696,1.249389
3648.719,0.9110298,0.7760748,1.504905,1.224199
3650.647,0.9367902,0.7995577,1.516987,1.260262
3652.576,0.9171013,0.8482791,1.570161,1.283345
3654.504,0.8954466,0.8586856,1.585937,1.278875
3656.433,0.9064118,0.8443437,1.566468,1.279312
3658.362,0.9031224,0.8554723,1.577588,1.286057
3660.29,0.8943517,0.8611702,1.585388,1.28682
3662.219,0.890236,0.8612192,1.585933,1.286539
3664.147,0.8851929,0.8615075,1.587237,1.285746
3666.075,0.8737062,0.862285,1.592037,1.279939
3668.004,0.8596902,0.8462022,1.581339,1.261861
3669.932,0.8815058,0.8054625,1.532184,1.252499
3671.861,0.8764919,0.8298195,1.558014,1.265833
3673.79,0.8475167,0.8244146,1.564857,1.244089
3675.718,0.8848594,0.7708457,1.497225,1.236208
3677.646,0.8802829,0.8200787,1.542516,1.266486
3679.575,0.873358,0.8372916,1.560817,1.275377
3681.503,0.8682321,0.8488064,1.574458,1.280833
3683.432,0.8612019,0.8533729,1.580549,1.28046
3685.36,0.8512774,0.854469,1.585429,1.274584
3687.289,0.8414698,0.8366553,1.57288,1.256189
3689.218,0.8603836,0.8008922,1.530706,1.245602
3691.146,0.8730158,0.8146773,1.537348,1.264439
3693.074,0.8665401,0.840083,1.5629440000000001,1.277646
3695.003,0.8571156,0.8502434,1.576999,1.279367
3696.931,0.8567067,0.8506303,1.577498,1.280113
3698.86,0.8478098,0.8531747,1.582541,1.276773
3700.788,0.8474743,0.8413015,1.569472,1.270381
3702.717,0.8581195,0.8363225,1.56069,1.274706
3704.646,0.8511106,0.8472955,1.573911,1.2779
3706.574,0.8406409,0.8494476,1.579417,1.273835
3708.502,0.8308885,0.8379288,1.572066,1.261573
3710.431,0.8372536,0.8025892,1.535407,1.245284
3712.359,0.8604629,0.8029262,1.52688,1.259152
3714.288,0.8554861,0.8329803,1.556988,1.275756
3716.216,0.8428184,0.8473233,1.574871,1.277634
3718.145,0.8395026,0.8447785,1.573789,1.274703
3720.073,0.8365441,0.8404635,1.571286,1.270851
3722.002,0.8384826,0.8304018,1.561721,1.266679
3723.93,0.8401291,0.8284147,1.560265,1.266462
3725.859,0.8434636,0.8252563,1.554739,1.267485
3727.787,0.846374,0.8346016,1.561964,1.275366
3729.716,0.8287554,0.8433613,1.57653,1.269831
3731.644,0.8238878,0.8206218,1.556893,1.251277
3733.573,0.8245661,0.7884221,1.527833,1.230238
3735.501,0.8465053,0.7613699,1.493966,1.227998
3737.43,0.8540199,0.802602,1.530386,1.260572
3739.358,0.8409769,0.8281319,1.558142,1.269191
3741.287,0.8271587,0.8330081,1.569021,1.263667
3743.215,0.8176172,0.7997203,1.543031,1.236397
3745.144,0.8512774,0.772307,1.503659,1.239404
3747.073,0.8310446,0.8091276,1.543035,1.248797
3749.001,0.8189733,0.7810302,1.521341,1.222196
3750.929,0.8443303,0.7482879,1.484892,1.217567
3752.858,0.8588115,0.7969717,1.523831,1.258538
3754.786,0.8419775,0.8340743,1.563446,1.27266
3756.715,0.8328557,0.8376269,1.569546,1.269992
3758.643,0.8383764,0.8290128,1.559269,1.267733
3760.572,0.8493396,0.8332607,1.558441,1.276836
3762.5,0.8373989,0.8504258,1.578709,1.279689
3764.429,0.8329028,0.8453931,1.575382,1.274537
3766.357,0.8395252,0.8417228,1.570632,1.276116
3768.286,0.8315291,0.841953,1.574497,1.271685
3770.214,0.846571,0.8318457,1.559138,1.274895
3772.143,0.8465539,0.8459812,1.571658,1.283618
3774.071,0.8396231,0.8552311,1.581828,1.285233
3776,0.8340119,0.8575826,1.587044,1.283091
3777.928,0.8307593,0.850261,1.581953,1.276303
3779.857,0.8459464,0.8392547,1.565677,1.278182
3781.785,0.8400753,0.851422,1.580178,1.282591
3783.714,0.8352907,0.8500216,1.580577,1.280587
3785.642,0.8435475,0.8465924,1.574555,1.283452
3787.571,0.8417693,0.8535289,1.580979,1.286651
3789.499,0.8400069,0.8570364,1.584539,1.287817
3791.428,0.839062,0.8577051,1.585649,1.28793
3793.356,0.8326977,0.8594415,1.590717,1.284857
3795.285,0.8291294,0.8487489,1.583156,1.276378
3797.213,0.8387817,0.8385628,1.569627,1.275487
3799.142,0.8221525,0.8405991,1.577807,1.266613
3801.07,0.8358762,0.8001626,1.533786,1.250327
3802.999,0.8538274,0.8218346,1.548313,1.273236
3804.927,0.8303392,0.8437249,1.578391,1.27286
3806.856,0.8451381,0.826475,1.556307,1.272013
3808.784,0.8509288,0.84412450000000006,1.569603,1.286207
3810.713,0.8405854,0.8580025,1.585498,1.289074
3812.641,0.8310003,0.8616005,1.592663,1.284662
3814.57,0.822874,0.8445899,1.579759,1.26958
3816.498,0.8454507,0.8218972,1.551999,1.268976
3818.427,0.827482,0.8365695,1.573144,1.266438
3820.355,0.8318086,0.8001595,1.535036,1.245961
3822.284,0.8610002,0.8130604,1.536051,1.270779
3824.212,0.8410012,0.8462346,1.574435,1.281365
3826.141,0.8402941,0.8440835,1.572827,1.281399
3828.069,0.8430507,0.8490943,1.578442,1.285873
3829.998,0.8335849,0.8527709,1.586159,1.281879
3831.926,0.8383483,0.8435551,1.573739,1.27825
3833.855,0.8341261,0.8431777,1.574929,1.275281
3835.783,0.8285207,0.8301113,1.566414,1.26299
3837.712,0.8347818,0.8040793,1.540463,1.25127
3839.64,0.8504374,0.8070986,1.536159,1.262226
3841.569,0.8466651,0.8313451,1.559834,1.27504
3843.497,0.8488365,0.840505,1.567063,1.282513
3845.426,0.8494622,0.8530554,1.578658,1.29144
3847.354,0.8379152,0.8625403,1.591294,1.291285
3849.283,0.8268384,0.857313,1.590674,1.281483
3851.211,0.8097121,0.8218297,1.566474,1.247599
3853.14,0.8478523,0.7205632,1.460178,1.207848
3855.068,0.866521,0.797408,1.523054,1.266421
3856.997,0.8543074,0.8402854,1.56668,1.287281
3858.925,0.842771,0.857963,1.586403,1.290496
3860.854,0.8334934,0.855736,1.58823,1.284274
3862.782,0.8343678,0.8399797,1.574195,1.275275
3864.711,0.8501223,0.8286437,1.556588,1.278121
3866.639,0.8429644,0.8486568,1.579253,1.286075
3868.568,0.8272662,0.837954,1.575047,1.27036
3870.496,0.8559588,0.8185395,1.544741,1.274042
3872.425,0.8434586,0.8420855,1.570424,1.281882
3874.353,0.8547988,0.8407562,1.563884,1.289001
3876.282,0.8491679,0.860253,1.585299,1.297255
3878.21,0.8326907,0.8641054,1.596242,1.2898
3880.139,0.8439401,0.8405511,1.571801,1.282855
3882.067,0.8498647,0.8474061,1.577726,1.289824
3883.996,0.8368601,0.8507531,1.584644,1.284506
3885.924,0.8581845,0.8377284,1.562603,1.289049
3887.853,0.8486738,0.8605822,1.589165,1.297091
3889.781,0.8350973,0.8603904,1.594414,1.289504
3891.71,0.8518536,0.8426238,1.571577,1.289349
3893.638,0.8558541,0.8555236,1.582125,1.299358
3895.567,0.843712,0.8683646,1.598875,1.299561
3897.495,0.8351087,0.8618791,1.595449,1.289926
3899.424,0.8412388,0.8411821,1.574007,1.280307
3901.352,0.8434812,0.8348233,1.568178,1.277359
3903.281,0.8485132,0.8272752,1.559403,1.276801
3905.209,0.8623534,0.8377919,1.563906,1.291338
3907.138,0.8573185,0.8605243,1.585417,1.302845
3909.066,0.8508015,0.8708578,1.59654,1.305582
3910.995,0.8494529,0.8719814,1.599391,1.305757
3912.923,0.8476772,0.8732255,1.602133,1.305113
3914.852,0.842029,0.8701881,1.601019,1.299752
3916.78,0.8488746,0.8583973,1.587323,1.296877
3918.709,0.8529892,0.8589938,1.587328,1.299733
3920.637,0.8525364,0.8647043,1.592618,1.302132
3922.566,0.8455721,0.8674194,1.597406,1.30003
3924.494,0.853126,0.8588389,1.587644,1.30075
3926.423,0.8548937,0.8663458,1.594941,1.305635
3928.351,0.8470131,0.87101,1.601583,1.303092
3930.28,0.847734,0.8646183,1.596192,1.299726
3932.208,0.8553056,0.8596057,1.589398,1.301009
3934.137,0.8581299,0.8664601,1.594214,1.306743
3936.065,0.8527951,0.874129,1.602448,1.308752
3937.994,0.8522745,0.8745394,1.602946,1.309171
3939.922,0.8483011,0.8752035,1.604803,1.306936
3941.851,0.8502145,0.8677719,1.596822,1.303697
3943.779,0.8577943,0.8659686,1.592687,1.307061
3945.708,0.8518376,0.8729225,1.6013,1.308271
3947.636,0.8513488,0.8692439,1.597483,1.305662
3949.565,0.8567051,0.8670109,1.593626,1.307296
3951.493,0.8571411,0.8715882,1.597883,1.310174
3953.422,0.8554003,0.8753149,1.601311,1.310964
3955.35,0.8545425,0.8760023,1.602745,1.311238
3957.279,0.855267,0.875941,1.603042,1.311771
3959.207,0.8546419,0.8768615,1.604055,1.311569
3961.136,0.8553129,0.8754362,1.602318,1.311219
3963.064,0.8579577,0.8756545,1.601078,1.312557
3964.993,0.8566833,0.8787889,1.605286,1.313601
3966.921,0.8556796,0.8791324,1.607649,1.313267
3968.85,0.8563309,0.8784785,1.606643,1.313317
3970.778,0.8567853,0.8785192,1.604555,1.312845
3972.707,0.8564369,0.8780936,1.604659,1.312846
3974.635,0.8578532,0.877325,1.604251,1.314235
3976.564,0.8587911,0.8787559,1.604517,1.315698
3978.492,0.8581704,0.880696,1.606366,1.31609
3980.421,0.8577175,0.8810313,1.607195,1.316216
3982.349,0.8592659,0.880855,1.607294,1.317114
3984.278,0.8595088,0.8816047,1.607955,1.31742
3986.206,0.8593466,0.8821323,1.60768,1.317319
3988.135,0.8581802,0.8825344,1.608139,1.317277
3990.063,0.8595396,0.8812122,1.606261,1.317627
3991.992,0.8601702,0.8817332,1.607385,1.318741
3993.92,0.8601654,0.8820268,1.607762,1.318668
3995.849,0.8613595,0.8824009,1.607313,1.319523
3997.777,0.8611933,0.8839143,1.608148,1.320261
3999.706,0.8608784,0.88429,1.609648,1.319983
