Wavenumber,CoHA01,CoHA025,CoHA05,CoHA100
2044.208,0.7345713,0.8085024,1.287653,0.9557045
2046.137,0.7350742,0.8092913,1.28872,0.9565322
2048.065,0.7357444,0.809897,1.289576,0.9573579
2049.994,0.736315,0.8105245,1.290557,0.9581887
2051.922,0.7369518,0.8109724,1.291408,0.9590888
2053.851,0.7376841,0.8116049,1.29227,0.9599308
2055.779,0.7383622,0.8122227,1.292967,0.9607904
2057.708,0.7388933,0.8128159,1.293747,0.9616239
2059.636,0.7394665,0.813213,1.29429,0.9623889
2061.565,0.7399472,0.8138918,1.295322,0.9631667
2063.493,0.740154,0.8142416,1.296282,0.9638409
2065.422,0.7415524,0.8142285,1.296159,0.9648079
2067.35,0.7423434,0.8149342,1.29709,0.9658291
2069.279,0.7425022,0.8158225,1.298254,0.9665769
2071.207,0.7430134,0.8163195,1.298956,0.9673172
2073.136,0.743494,0.8168306,1.299744,0.9680833
2075.064,0.7441335,0.8172087,1.300457,0.968892
2076.993,0.7446792,0.8176787,1.301314,0.9696996
2078.921,0.7452354,0.8181075,1.302079,0.9705633
2080.85,0.7457258,0.8187658,1.30287,0.9713389
2082.778,0.7463384,0.8192326,1.303492,0.9720964
2084.707,0.7468187,0.8197799,1.304294,0.9728813
2086.635,0.7472385,0.8202929,1.30507,0.9736445
2088.564,0.7476497,0.8208068,1.305929,0.9743406
2090.492,0.7485944,0.8211254,1.306132,0.9752809
2092.421,0.7492318,0.8218186,1.30723,0.9761859
2094.349,0.7497168,0.8224165,1.308198,0.9769929
2096.278,0.750294,0.823058,1.308826,0.97785
2098.206,0.7508689,0.8235899,1.309593,0.9787722
2100.135,0.7514573,0.8241953,1.310482,0.979571
2102.063,0.7520185,0.8247445,1.31114,0.9802812
2103.992,0.7525813,0.8254267,1.312047,0.9811885
2105.92,0.753212,0.8260376,1.312822,0.9821652
2107.849,0.7538657,0.8267161,1.31373,0.9830915
2109.777,0.7545388,0.8273219,1.314424,0.9839689
2111.706,0.755111,0.8280346,1.315073,0.9848467
2113.634,0.7556739,0.8286095,1.315731,0.9857234
2115.563,0.7564191,0.8291707,1.316491,0.9866565
2117.491,0.7570629,0.8298641,1.317446,0.9876364
2119.42,0.7576479,0.8306643,1.31825,0.9885796
2121.348,0.7583134,0.8312264,1.318944,0.989438
2123.277,0.7589785,0.8318882,1.319807,0.9902457
2125.205,0.7595748,0.8325427,1.320797,0.9911229
2127.134,0.7602036,0.8332317,1.321645,0.9919831
2129.062,0.7608635,0.8337643,1.322118,0.992962
2130.991,0.7614894,0.8344361,1.322919,0.9939656
2132.919,0.7621015,0.8351255,1.323832,0.9949772
2134.848,0.762638,0.8358603,1.324847,0.9958869
2136.776,0.7633382,0.836396,1.325449,0.9967244
2138.705,0.7639986,0.8370999,1.326281,0.9975967
2140.633,0.7646167,0.8377619,1.327205,0.9986278
2142.562,0.7651233,0.8385025,1.32827,0.9996554
2144.49,0.7657516,0.8391228,1.329295,1.00064
2146.419,0.7664659,0.8398239,1.330082,1.001538
2148.347,0.76715,0.840504,1.330785,1.002488
2150.276,0.7677164,0.8412796,1.331751,1.003468
2152.204,0.7683148,0.8419365,1.332515,1.004343
2154.133,0.7689326,0.8426679,1.332933,1.005285
2156.061,0.7695717,0.8433506,1.333598,1.006336
2157.99,0.7702217,0.8441235,1.334751,1.007322
2159.918,0.7708473,0.8447582,1.33577,1.008139
2161.847,0.7715776,0.8454468,1.336651,1.009065
2163.775,0.7723,0.8461681,1.337507,1.010085
2165.704,0.7729213,0.8470266,1.338554,1.011064
2167.632,0.7735554,0.8477485,1.339321,1.012079
2169.561,0.7742243,0.8484637,1.340254,1.013147
2171.489,0.7749744,0.8490723,1.341231,1.014203
2173.418,0.7757133,0.8498619,1.342022,1.015215
2175.346,0.7764357,0.8506907,1.342867,1.01621
2177.275,0.7771694,0.851564,1.343561,1.017194
2179.203,0.7778821,0.8523139,1.344472,1.018288
2181.132,0.7785568,0.8531554,1.345661,1.019341
2183.06,0.7793691,0.8539132,1.346427,1.020364
2184.989,0.7801035,0.8547883,1.347166,1.021324
2186.917,0.7809034,0.8556334,1.348071,1.022446
2188.846,0.7817202,0.8565459,1.349173,1.02369
2190.774,0.7825245,0.8573439,1.350124,1.024726
2192.703,0.7833098,0.8581921,1.351017,1.025605
2194.631,0.7839985,0.859028,1.351846,1.026544
2196.56,0.7846867,0.8599175,1.352545,1.027539
2198.488,0.7854604,0.8605974,1.353216,1.028669
2200.417,0.7862411,0.861384,1.354125,1.029772
2202.345,0.7869627,0.8621284,1.355095,1.030707
2204.274,0.7876571,0.8628433,1.356394,1.031634
2206.202,0.7883183,0.8635136,1.357247,1.032587
2208.131,0.7889717,0.8643441,1.357888,1.033596
2210.059,0.7897223,0.8650202,1.358579,1.034608
2211.988,0.790407,0.8656956,1.359464,1.035502
2213.916,0.7910402,0.8664209,1.360318,1.036411
2215.845,0.7916738,0.8671963,1.361168,1.037366
2217.773,0.7923529,0.8678102,1.36196,1.038368
2219.702,0.7929571,0.868425,1.362992,1.039295
2221.63,0.7935336,0.8690329,1.363925,1.040227
2223.559,0.794131,0.8697914,1.364721,1.041145
2225.487,0.7948123,0.8704857,1.365413,1.041985
2227.416,0.7955314,0.8713085,1.366381,1.04278
2229.344,0.7962504,0.8719153,1.36713,1.043715
2231.273,0.7969397,0.8725895,1.367687,1.044636
2233.201,0.7976002,0.873314,1.368336,1.045522
2235.13,0.7982533,0.8741223,1.369526,1.046472
2237.058,0.7989643,0.8748409,1.370578,1.047409
2238.987,0.7996525,0.8756864,1.371396,1.048329
2240.915,0.800441,0.8764969,1.372125,1.049419
2242.844,0.8013121,0.877336,1.3728070000000001,1.050487
2244.772,0.8021803,0.8781252,1.373648,1.051509
2246.701,0.8030324,0.8791338,1.374773,1.052519
2248.629,0.8039033,0.8800073,1.375975,1.053511
2250.558,0.8047854,0.8809132,1.377049,1.054453
2252.486,0.8057095,0.8817738,1.37754,1.055591
2254.415,0.8066629,0.8827401,1.378395,1.056838
2256.343,0.8076606,0.8836817,1.37959,1.057964
2258.272,0.8086023,0.8846811,1.380627,1.058907
2260.2,0.8095189,0.8855851,1.381598,1.059984
2262.129,0.8104961,0.8866177,1.382652,1.0611679999999999
2264.057,0.811542,0.8875805,1.383453,1.062382
2265.986,0.8125466,0.8886378,1.384414,1.063555
2267.914,0.8135905,0.8895918,1.385508,1.064722
2269.843,0.8146488,0.8906738,1.386646,1.065913
2271.771,0.8156135,0.891766,1.387655,1.067105
2273.7,0.816604,0.8928993,1.388581,1.068323
2275.628,0.8176724,0.8939596,1.389573,1.069556
2277.557,0.8187479,0.8951099,1.390779,1.070741
2279.485,0.8197596,0.8961278,1.391869,1.071946
2281.414,0.8207527,0.8973425,1.392941,1.073173
2283.342,0.8217525,0.8985326,1.394082,1.074394
2285.271,0.8227453,0.8996298,1.395511,1.075636
2287.199,0.8238834,0.9005835,1.396772,1.076834
2289.128,0.8250685,0.9016119,1.39784,1.07803
2291.056,0.8263025,0.9027386,1.398937,1.079314
2292.985,0.827554,0.9038944,1.399901,1.080462
2294.913,0.8288323,0.9047698,1.400757,1.081726
2296.842,0.8300354,0.9057426,1.40153,1.083058
2298.77,0.8311599,0.9067221,1.402572,1.084167
2300.698,0.8323312,0.907738,1.403567,1.085153
2302.627,0.8335,0.9085838,1.404473,1.086255
2304.556,0.8346077,0.9094759,1.405882,1.087213
2306.484,0.8358226,0.9102233,1.406769,1.088158
2308.413,0.8371376,0.910796,1.406983,1.08917
2310.341,0.8384218,0.9111016,1.407529,1.090036
2312.27,0.8398865,0.9113218,1.407447,1.09084
2314.198,0.841152,0.9116598,1.407918,1.091623
2316.126,0.8418012,0.9123113,1.40927,1.091952
2318.055,0.8426349,0.9121447,1.409818,1.092124
2319.984,0.8443912,0.9115348,1.409138,1.0924
2321.912,0.846223,0.9108043,1.408246,1.092813
2323.841,0.8477863,0.910352,1.40823,1.093509
2325.769,0.8486342,0.9105452,1.408587,1.094138
2327.698,0.8492814,0.91041,1.408064,1.094242
2329.626,0.8507593,0.9093058,1.407019,1.094477
2331.555,0.8527937,0.9090923,1.406641,1.095465
2333.483,0.8538094,0.9101324,1.40785,1.09645
2335.412,0.8544249,0.9108715,1.409103,1.096961
2337.34,0.8554084,0.9108277,1.409099,1.097682
2339.269,0.8565023,0.9109765,1.408888,1.098387
2341.197,0.8580041,0.9109675,1.408806,1.0997
2343.125,0.8597108,0.9118462,1.409168,1.101674
2345.054,0.8631425,0.9135425,1.409825,1.10527
2346.983,0.86384590000000006,0.9194885,1.415197,1.109882
2348.911,0.8580802,0.925318,1.424473,1.110542
2350.84,0.8547767,0.9241592,1.425704,1.107796
2352.768,0.8570693,0.9178844,1.4193,1.104856
2354.697,0.8596634,0.9121873,1.4134,1.101812
2356.625,0.8620637,0.9077275,1.40872,1.100033
2358.553,0.8639777,0.9047565,1.406534,1.099212
2360.482,0.8660028,0.9037403,1.40632,1.099824
2362.411,0.8672826,0.9053033,1.407096,1.101882
2364.339,0.8685341,0.9076341,1.408131,1.104599
2366.268,0.8688794,0.911464,1.410948,1.107576
2368.196,0.8696353,0.9158546,1.414685,1.111943
2370.125,0.8701063,0.9203169,1.419131,1.115988
2372.053,0.8703667,0.9243101,1.422731,1.11937
2373.981,0.8700509,0.9281919,1.426456,1.1225020000000001
2375.91,0.8697848,0.9316224,1.430482,1.125189
2377.839,0.8693895,0.934647,1.434254,1.127328
2379.767,0.8687047,0.936968,1.436954,1.129157
2381.696,0.8677136,0.9389011,1.439015,1.130389
2383.624,0.8667663,0.940222,1.441048,1.131115
2385.552,0.8660038,0.9412348,1.443175,1.131684
2387.481,0.8657318,0.941775,1.444404,1.132316
2389.409,0.8656453,0.9419061,1.445132,1.132836
2391.338,0.8655736,0.9417961,1.44593,1.133545
2393.267,0.8654239,0.9417465,1.446466,1.134053
2395.195,0.8652614,0.9416589,1.446821,1.134343
2397.124,0.8650203,0.9414762,1.447401,1.134624
2399.052,0.8648598,0.9410532,1.44763,1.134999
2400.98,0.864624,0.9408439,1.447843,1.135395
2402.909,0.8644128,0.9406153,1.448146,1.135665
2404.837,0.8641635,0.9402993,1.448355,1.135929
2406.766,0.8638801,0.9399412,1.448443,1.136217
2408.695,0.8635805,0.9397787,1.448812,1.136561
2410.623,0.8634219,0.9394156,1.449248,1.136861
2412.552,0.8631836,0.9390593,1.449856,1.137157
2414.48,0.8629754,0.9387851,1.450438,1.137629
2416.408,0.8628153,0.9385921,1.450763,1.137915
2418.337,0.8627253,0.9382977,1.451074,1.138223
2420.265,0.8623877,0.9380558,1.451573,1.138651
2422.194,0.8621644,0.9377933,1.451822,1.139011
2424.123,0.8621555,0.9376924,1.451788,1.139255
2426.051,0.8620989,0.9374314,1.451925,1.13944
2427.979,0.861814,0.9371474,1.45278,1.139751
2429.908,0.8614953,0.9368,1.453319,1.140089
2431.836,0.8610982,0.9365084,1.453666,1.140336
2433.765,0.8608135,0.9361734,1.453698,1.140749
2435.694,0.8604868,0.9358331,1.453928,1.141044
2437.622,0.8601636,0.9353603,1.454272,1.141173
2439.551,0.8597399,0.9349691,1.454607,1.141298
2441.479,0.8592767,0.9344369,1.454881,1.141512
2443.407,0.8587609,0.933875,1.454919,1.141575
2445.336,0.8582571,0.9331961,1.454578,1.141577
2447.264,0.8576868,0.9326153,1.45471,1.141634
2449.193,0.8570881,0.9320253,1.455085,1.14172
2451.122,0.8564726,0.9313922,1.455396,1.141599
2453.05,0.8557931,0.9305362,1.455578,1.141506
2454.979,0.8550604,0.9297398,1.455899,1.141291
2456.907,0.8543351,0.9290364,1.456096,1.141178
2458.835,0.8535621,0.9282303,1.45605,1.1412
2460.764,0.8527886,0.927337,1.455766,1.141142
2462.692,0.8519333,0.9265497,1.455615,1.141073
2464.621,0.8511676,0.9257307,1.4555,1.140995
2466.55,0.8503499,0.9249743,1.455985,1.140807
2468.478,0.8496481,0.9242014,1.456053,1.140656
2470.406,0.8489275,0.9233798,1.455848,1.140584
2472.335,0.8482164,0.9225498,1.455854,1.140449
2474.263,0.8475246,0.9218956,1.456065,1.14032
2476.192,0.8468675,0.921266,1.455979,1.140412
2478.12,0.8462576,0.92065109999999994,1.455988,1.140378
2480.049,0.8458084,0.9199952,1.456221,1.140395
2481.978,0.8452031,0.9194798,1.45644,1.140318
2483.906,0.8446161,0.9189829,1.456556,1.140316
2485.834,0.8441386,0.9186271,1.456651,1.140266
2487.763,0.8438013,0.9181435,1.456769,1.14023
2489.691,0.8433507,0.917693,1.457222,1.140373
2491.62,0.8429334,0.9172842,1.457767,1.140665
2493.548,0.8425679,0.9169976,1.458082,1.140865
2495.477,0.8422953,0.9166899,1.458132,1.141097
2497.406,0.8419271,0.9163916,1.458169,1.141296
2499.334,0.8415356,0.9160841,1.458416,1.141528
2501.262,0.8412613,0.9159002,1.458738,1.141602
2503.191,0.8410127,0.9155192,1.458921,1.141771
2505.119,0.8407268,0.9151996,1.459102,1.142041
2507.048,0.8405246,0.9148516,1.459183,1.142222
2508.976,0.8401936,0.9145648,1.459454,1.142384
2510.905,0.8398736,0.9141861,1.459945,1.142684
2512.833,0.8394484,0.9138055,1.460457,1.142769
2514.762,0.839101,0.9133242,1.460666,1.142806
2516.69,0.8386812,0.9128618,1.460865,1.142857
2518.619,0.8382043,0.9123613,1.460997,1.14303
2520.547,0.8376907,0.9119074,1.461004,1.143146
2522.476,0.8371236,0.9113113,1.461049,1.143117
2524.404,0.8365047,0.9106755,1.461215,1.143079
2526.333,0.8359306,0.9099054,1.461096,1.143204
2528.261,0.8352054,0.9092252,1.460833,1.143287
2530.19,0.8345142,0.9083933,1.461065,1.14305
2532.118,0.8338794,0.907558,1.461531,1.142886
2534.047,0.8332143,0.9066837,1.461763,1.142789
2535.975,0.8323852,0.9059037,1.461703,1.142604
2537.904,0.8315359,0.9052116,1.461627,1.142435
2539.833,0.8307633,0.9045206,1.461487,1.142176
2541.761,0.8300154,0.9036233,1.461812,1.142119
2543.689,0.8291892,0.9027215,1.461432,1.141993
2545.618,0.828216,0.9017426,1.460996,1.141678
2547.546,0.8272177,0.9007454,1.461194,1.141381
2549.475,0.8262426,0.8997259,1.460956,1.141149
2551.403,0.8253011,0.8986983,1.460794,1.140932
2553.332,0.8244248,0.8975362,1.46043,1.140741
2555.26,0.8234066,0.8964911,1.460122,1.140356
2557.189,0.8224008,0.8954434,1.460087,1.139933
2559.117,0.8212844,0.8944087,1.459985,1.139512
2561.046,0.8201507,0.8931523,1.459649,1.139127
2562.974,0.8190306,0.8919113,1.459327,1.138863
2564.903,0.8178456,0.8906663,1.45912,1.138496
2566.831,0.816617,0.8894454,1.459015,1.137882
2568.76,0.815443,0.8882356,1.458943,1.137332
2570.688,0.8141322,0.8868849,1.458705,1.136663
2572.617,0.8128842,0.8854448,1.458041,1.136345
2574.545,0.8115979,0.8841985,1.457252,1.135888
2576.474,0.8101926,0.882814,1.45703,1.135268
2578.402,0.8087958,0.8813117,1.456898,1.134544
2580.331,0.8074598,0.8797987,1.456354,1.133894
2582.259,0.8060592,0.8783227,1.455965,1.133143
2584.188,0.8045886,0.8768327,1.455792,1.132513
2586.116,0.8030684,0.8753784,1.455391,1.131855
2588.045,0.8015821,0.8738559,1.454493,1.131291
2589.973,0.8000772,0.8724524,1.453915,1.130782
2591.902,0.7986885,0.8709769,1.453929,1.13007
2593.83,0.797237,0.8694789,1.453587,1.129162
2595.759,0.7957739,0.8679656,1.453089,1.128566
2597.687,0.7943118,0.8664871,1.452537,1.127944
2599.616,0.7928029,0.8649521,1.451846,1.127337
2601.544,0.7912991,0.8634615,1.450943,1.12666
2603.473,0.7899047,0.86195599999999994,1.450394,1.125852
2605.401,0.7885126,0.8605447,1.450138,1.124894
2607.33,0.7871192,0.8590857,1.449682,1.124244
2609.258,0.7857036,0.8576428,1.449239,1.123769
2611.187,0.7842795,0.8562554,1.448853,1.123329
2613.115,0.7828754,0.8549371,1.448629,1.122606
2615.044,0.781588,0.8536282,1.44854,1.121903
2616.972,0.7803279,0.8523486,1.447835,1.121322
2618.901,0.7790589,0.851016,1.447568,1.120781
2620.829,0.7777694,0.8497417,1.447259,1.120094
2622.758,0.7766779,0.8485013,1.446664,1.1196
2624.686,0.7756493,0.8474984,1.446179,1.119336
2626.615,0.7745638,0.8464236,1.445839,1.119114
2628.543,0.7734646,0.8453739,1.445877,1.118604
2630.472,0.7724038,0.8443177,1.445797,1.117984
2632.4,0.7713872,0.8434194,1.445284,1.117558
2634.329,0.7704678,0.8424764,1.445006,1.117319
2636.257,0.7697123,0.8417494,1.445246,1.117042
2638.186,0.7690268,0.8411053,1.44518,1.116778
2640.114,0.7681934,0.8403529,1.444683,1.116428
2642.043,0.7674823,0.839589,1.444375,1.116276
2643.971,0.7668176,0.8389958,1.444547,1.116209
2645.9,0.7662983,0.8385074,1.444636,1.116109
2647.828,0.7657579,0.8380756,1.444694,1.115966
2649.757,0.7653517,0.8376205,1.444683,1.11582
2651.685,0.765068,0.8373265,1.444812,1.115934
2653.614,0.7648403,0.8370963,1.444834,1.116144
2655.542,0.7646425,0.8369984,1.444994,1.11626
2657.471,0.7645595,0.8369039,1.445195,1.116468
2659.399,0.7644777,0.8368256,1.445739,1.11679
2661.328,0.7645108,0.8368683,1.446255,1.117188
2663.256,0.7646044,0.8372221,1.446411,1.11747
2665.185,0.7647797,0.8374395,1.446553,1.117816
2667.113,0.7649515,0.8376167,1.446969,1.11839
2669.042,0.7652658,0.8379539,1.447721,1.118995
2670.97,0.7657316,0.8385983,1.448508,1.119626
2672.899,0.7663527,0.8391665,1.44882,1.120429
2674.827,0.766905,0.8397159,1.449133,1.121235
2676.756,0.7676703,0.8405588,1.449938,1.122133
2678.684,0.7683351,0.841401,1.450924,1.122876
2680.613,0.7688753,0.8419736,1.451243,1.123581
2682.541,0.7693139,0.8423505,1.451775,1.124333
2684.47,0.7700281,0.8430339,1.453076,1.125172
2686.398,0.770859,0.8440003,1.453824,1.125942
2688.327,0.7717292,0.8449613,1.454406,1.126953
2690.255,0.7726492,0.8460025,1.455064,1.127996
2692.184,0.7737138,0.8470241,1.455882,1.129161
2694.112,0.7747882,0.8481379,1.457055,1.130203
2696.041,0.7759587,0.8493649,1.458145,1.131236
2697.969,0.7771665,0.8506732,1.459313,1.132452
2699.898,0.7783475,0.8519458,1.460544,1.133753
2701.826,0.7795395,0.8532015,1.461232,1.135025
2703.755,0.7808734,0.8545361,1.461949,1.13649
2705.683,0.7822262,0.8559499,1.463199,1.138036
2707.612,0.7836983,0.8574201,1.46467,1.139502
2709.54,0.7851199,0.8589495,1.466064,1.14087
2711.469,0.7865202,0.8603804,1.466838,1.142273
2713.397,0.7879719,0.8619346,1.467943,1.143791
2715.326,0.7895082,0.863453,1.469089,1.145356
2717.254,0.7910365,0.8649586,1.470341,1.146844
2719.183,0.7927855,0.8666784,1.47185,1.148432
2721.111,0.794717,0.8686584,1.473448,1.150002
2723.04,0.7965497,0.8704974,1.474868,1.15176
2724.968,0.7983242,0.8723821,1.476126,1.153648
2726.897,0.7996927,0.8738565,1.476951,1.155281
2728.825,0.8009749,0.8752501,1.478042,1.156658
2730.754,0.8026454,0.8769569,1.479217,1.158129
2732.682,0.8043248,0.8786712,1.480541,1.159701
2734.611,0.8062304,0.88040909999999994,1.482245,1.161777
2736.539,0.8081152,0.8822924,1.483773,1.163723
2738.468,0.8097254,0.8839442,1.485061,1.165346
2740.396,0.8113028,0.8856081,1.485879,1.166914
2742.325,0.8130636,0.8873691,1.487186,1.168647
2744.253,0.8149092,0.8892676,1.488923,1.170594
2746.182,0.8169864,0.8913354,1.490661,1.172832
2748.11,0.8188574,0.8932443,1.492103,1.174761
2750.039,0.8204339,0.8947331,1.493192,1.176241
2751.967,0.8218515,0.896172,1.494264,1.177576
2753.896,0.8235379,0.8978673,1.495937,1.179312
2755.824,0.8252991,0.8996149,1.49745,1.181202
2757.753,0.8269665,0.9012802,1.498632,1.182965
2759.681,0.8285827,0.9029202,1.500043,1.184551
2761.61,0.8303081,0.9045166,1.501276,1.18632
2763.538,0.8319727,0.9062284,1.502518,1.188113
2765.467,0.8336262,0.907865,1.503598,1.189984
2767.395,0.835181,0.9094709,1.504993,1.191815
2769.324,0.8368213,0.9111099,1.506672,1.193599
2771.252,0.8385812,0.9129452,1.508222,1.195464
2773.181,0.8404642,0.9148629,1.509644,1.19745
2775.109,0.8419464,0.9162624,1.510963,1.199103
2777.038,0.8431231,0.917228,1.512212,1.200731
2778.966,0.8443888,0.9185755,1.513069,1.202338
2780.895,0.8458722,0.9200018,1.514084,1.203924
2782.823,0.8472451,0.9212897,1.515325,1.205408
2784.752,0.8486843,0.9226451,1.516722,1.207209
2786.68,0.8503054,0.9243852,1.518155,1.208988
2788.609,0.8518686,0.9259246,1.519376,1.210512
2790.537,0.8530316,0.9269133,1.520347,1.211778
2792.466,0.8540154,0.927702,1.521493,1.213321
2794.394,0.8551012,0.9287388,1.522438,1.214948
2796.323,0.8564228,0.929952,1.523428,1.216523
2798.251,0.857458,0.9310144,1.524404,1.217788
2800.18,0.8581267,0.9315951,1.525158,1.218915
2802.108,0.85888,0.9321992,1.525955,1.219886
2804.037,0.8598107,0.9329967,1.52678,1.221093
2805.965,0.860691,0.9339352,1.527763,1.222565
2807.894,0.8618562,0.934996,1.528933,1.224161
2809.822,0.8627595,0.9357944,1.529838,1.225351
2811.751,0.8631377,0.9360558,1.530434,1.226233
2813.679,0.8635926,0.9365218,1.531126,1.227317
2815.608,0.8642216,0.936955,1.532041,1.228641
2817.536,0.8647693,0.9374244,1.53273,1.229542
2819.465,0.8653723,0.9378813,1.533607,1.23049
2821.393,0.865878,0.9383968,1.534374,1.23176
2823.322,0.8663772,0.938745,1.534655,1.232943
2825.25,0.8666426,0.938759,1.534661,1.233627
2827.179,0.8669496,0.9388736,1.53501,1.234207
2829.107,0.8672718,0.9393441,1.536027,1.235128
2831.036,0.8677202,0.939829,1.537477,1.236397
2832.964,0.8682419,0.9401312,1.538366,1.237532
2834.893,0.8687391,0.9402631,1.539214,1.238609
2836.821,0.8692381,0.9406233,1.539916,1.239643
2838.75,0.8695442,0.9408169,1.540496,1.240194
2840.678,0.8694022,0.9403932,1.540722,1.240424
2842.607,0.8694879,0.9400959,1.541048,1.241214
2844.535,0.8701681,0.9404575,1.541348,1.242082
2846.464,0.8713681,0.9411686,1.542326,1.243272
2848.392,0.8720367,0.9413967,1.542981,1.244117
2850.321,0.8721666,0.9410694,1.543322,1.24465
2852.249,0.871862,0.940807,1.543672,1.245145
2854.178,0.8714932,0.9406816,1.543836,1.245799
2856.106,0.8712108,0.9404892,1.544143,1.246656
2858.035,0.8709282,0.9401143,1.544861,1.247423
2859.963,0.8702979,0.9395766,1.545241,1.247647
2861.892,0.8695179,0.9387734,1.545225,1.247761
2863.82,0.8690205,0.9382966,1.545235,1.248265
2865.749,0.8686797,0.937853,1.545527,1.24874
2867.677,0.8682153,0.9374436,1.545917,1.248892
2869.606,0.8679923,0.9373898,1.546077,1.249471
2871.534,0.868088,0.9375758,1.546441,1.250097
2873.463,0.8679357,0.9371497,1.546859,1.250375
2875.391,0.8672193,0.9361624,1.546692,1.250496
2877.32,0.8664826,0.9352201,1.546252,1.250727
2879.248,0.8659135,0.9346417,1.546202,1.251014
2881.177,0.8656911,0.9341402,1.546224,1.251396
2883.105,0.865441,0.9335058,1.546282,1.2517
2885.034,0.8651022,0.9329072,1.54679,1.252101
2886.962,0.8647007,0.932332,1.547133,1.252576
2888.891,0.8643799,0.9316542,1.546747,1.252827
2890.819,0.8639252,0.9311923,1.546376,1.252888
2892.748,0.8636197,0.9309546,1.54711,1.253718
2894.676,0.8634427,0.9306961,1.547796,1.254306
2896.604,0.8627586,0.9297781,1.547837,1.254464
2898.533,0.8619331,0.9287603,1.547609,1.25455
2900.462,0.8614516,0.9280838,1.547728,1.255042
2902.39,0.8610791,0.9275556,1.547791,1.255449
2904.319,0.8606438,0.9268989,1.547498,1.255943
2906.247,0.8601972,0.9263628,1.547186,1.256528
2908.176,0.8601504,0.9261642,1.547419,1.257155
2910.104,0.8601984,0.9261133,1.547956,1.257588
2912.032,0.8603635,0.9261278,1.54829,1.258331
2913.961,0.860585,0.9260352,1.548789,1.258818
2915.89,0.8609324,0.9257545,1.549397,1.2595
2917.818,0.8607493,0.9253291,1.54925,1.260146
2919.747,0.8602038,0.9246213,1.549061,1.260604
2921.675,0.8598173,0.9240804,1.549011,1.260976
2923.604,0.8596268,0.9235243,1.548706,1.261709
2925.532,0.8593224,0.923097,1.548734,1.26215
2927.461,0.8591471,0.9229611,1.5496780000000001,1.262677
2929.389,0.858696,0.9225708,1.549828,1.26299
2931.318,0.8577092,0.9213622,1.548973,1.263067
2933.246,0.856799,0.9200876,1.548289,1.262955
2935.175,0.8561538,0.9191071,1.548033,1.263293
2937.103,0.8554676,0.9182005,1.547769,1.263686
2939.031,0.8548403,0.9173483,1.547633,1.264106
2940.96,0.854423,0.9169012,1.547816,1.264773
2942.889,0.8541318,0.9166647,1.547952,1.265364
2944.817,0.8536146,0.9159344,1.547538,1.265647
2946.746,0.8529789,0.9148623,1.547114,1.265666
2948.674,0.8522074,0.9138172,1.546651,1.265927
2950.603,0.851834,0.9132014,1.54678,1.2669570000000001
2952.531,0.8512406,0.9126424,1.546956,1.267686
2954.459,0.8505487,0.9116453,1.546791,1.268052
2956.388,0.8500138,0.9108096,1.5464310000000001,1.268545
2958.317,0.8495363,0.9101361,1.546632,1.269622
2960.245,0.8491406,0.9097246,1.546789,1.270472
2962.174,0.8487433,0.9091886,1.546734,1.271001
2964.102,0.8477753,0.908201,1.546656,1.271323
2966.031,0.8467849,0.9072935,1.54604,1.271863
2967.959,0.8457901,0.9065767,1.545877,1.272415
2969.887,0.8447946,0.9057381,1.546697,1.273101
2971.816,0.8438257,0.9051173,1.546268,1.273543
2973.745,0.8429735,0.9044737,1.545624,1.274227
2975.673,0.8419527,0.9037486,1.545521,1.27499
2977.602,0.8411366,0.9032348,1.545263,1.275885
2979.53,0.840481,0.9026747,1.54504,1.27657
2981.458,0.8396474,0.9016883,1.545116,1.277024
2983.387,0.8385195,0.9006091,1.545166,1.277727
2985.315,0.8375534,0.8998481,1.545122,1.2787
2987.244,0.8372222,0.8992492,1.544871,1.27966
2989.173,0.8373395,0.8990883,1.545366,1.281068
2991.101,0.8370633,0.8993597,1.545977,1.282205
2993.03,0.8366968,0.8988785,1.545942,1.283111
2994.958,0.8366886,0.8983977,1.545841,1.28431
2996.886,0.8366798,0.8983642,1.546536,1.285319
2998.815,0.8362336,0.8977565,1.546308,1.28615
3000.743,0.8359233,0.897243,1.54619,1.28736
3002.672,0.8356655,0.8970403,1.546366,1.288497
3004.601,0.8360069,0.8964409,1.545488,1.290022
3006.529,0.8361205,0.8965328,1.546006,1.29167
3008.458,0.8361315,0.8970611,1.547565,1.293059
3010.386,0.8364562,0.8970762,1.548126,1.294433
3012.314,0.8369242,0.8965922,1.547713,1.296171
3014.243,0.8370859,0.8964326,1.547384,1.297629
3016.171,0.8371965,0.8964009,1.548152,1.299058
3018.1,0.8372436,0.8964381,1.549029,1.300829
3020.029,0.8370884,0.8962178,1.549479,1.30261
3021.957,0.8372875,0.896019,1.549359,1.304349
3023.885,0.8376818,0.8961812,1.549084,1.306292
3025.814,0.8379939,0.8957215,1.548449,1.307823
3027.742,0.8379787,0.8959112,1.549506,1.309211
3029.671,0.8378608,0.8962091,1.550664,1.310543
3031.599,0.8391954,0.8957895,1.549866,1.312513
3033.528,0.8398967,0.896143,1.549939,1.314587
3035.457,0.8400667,0.8960394,1.550833,1.316274
3037.385,0.8402867,0.8961821,1.551903,1.318232
3039.313,0.8408049,0.8968233,1.552405,1.320398
